"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"1","إجازات","ابغى اعرف كيف اسوي طلب إجازة أمومة من البوابة؟","Sorry, I encountered an error. Please try again.","success","3026","2026-03-20T03:42:11.347Z",""
"2","إجازات","وش الفرق بين إجازة الوضع وإجازة الأمومة؟","Sorry, I encountered an error. Please try again.","success","1027","2026-03-20T03:42:14.398Z",""
"3","إجازات","كيف أقدم على إجازة وضع إذا كان موعد الولادة محدد؟","Sorry, I encountered an error. Please try again.","success","1645","2026-03-20T03:42:18.065Z",""
"4","إجازات","طلعت إجازة وضع ولدت قبل الموعد وش أسوي؟","Sorry, I encountered an error. Please try again.","success","1010","2026-03-20T03:42:21.092Z",""
"5","إجازات","أبي أعرف كيف أرفع مستندات إجازة الأمومة بعد ما سجلت الطلب؟","Sorry, I encountered an error. Please try again.","success","1625","2026-03-20T03:42:24.730Z",""
"6","إجازات","كم مدة إجازة الوضع في النظام؟","Sorry, I encountered an error. Please try again.","success","992","2026-03-20T03:42:27.735Z",""
"7","إجازات","هل تنحسب إجازة الوضع براتب كامل ولا لا؟","Sorry, I encountered an error. Please try again.","success","1622","2026-03-20T03:42:31.369Z",""
"8","استعلامات","ابغى أتأكد من رصيد إجازاتي من البوابة كيف الطريقة؟","Sorry, I encountered an error. Please try again.","success","1005","2026-03-20T03:42:34.385Z",""
"9","إجازات","ليش النظام رفض حفظ الإجازة يقول الرصيد ما يكفي؟","Sorry, I encountered an error. Please try again.","success","1626","2026-03-20T03:42:38.023Z",""
"10","إجازات","كم عدد أيام الإجازة العادية المسموحة بالسنة؟","Sorry, I encountered an error. Please try again.","success","999","2026-03-20T03:42:41.035Z",""
"11","إجازات","وش سالفة الإجازة الاضطرارية كم يوم وكم راتبها؟","Sorry, I encountered an error. Please try again.","success","1002","2026-03-20T03:42:44.047Z",""
"12","بطاقة موظف","كيف أضيف مرافقين جدد لبطاقتي الوظيفية؟","Sorry, I encountered an error. Please try again.","success","1028","2026-03-20T03:42:47.090Z",""
"13","بطاقة موظف","وش المستندات المطلوبة لتسجيل مولود جديد؟","Sorry, I encountered an error. Please try again.","success","996","2026-03-20T03:42:50.099Z",""
"14","بطاقة موظف","أبي أعدل بياناتي الشخصية في النظام وين ألقى الشاشة؟","Sorry, I encountered an error. Please try again.","success","1020","2026-03-20T03:42:53.131Z",""
"15","بطاقة موظف","كيف أضيف مؤهل علمي جديد حصلت عليه؟","Sorry, I encountered an error. Please try again.","success","1625","2026-03-20T03:42:56.767Z",""
"16","إجازات","وش الفرق بين إجازة الوفاة للرجال والنساء؟","Sorry, I encountered an error. Please try again.","success","1006","2026-03-20T03:42:59.785Z",""
"17","إجازات","كم يوم إجازة الأبوة للموظفين؟","Sorry, I encountered an error. Please try again.","success","1005","2026-03-20T03:43:02.802Z",""
"18","إجازات","توفي قريبي أبغى أقدم إجازة وفاة وش المطلوب؟","Sorry, I encountered an error. Please try again.","success","1030","2026-03-20T03:43:05.844Z",""
"19","استعلامات","كيف أتأكد من عدد إجازاتي المرضية هذا العام؟","Sorry, I encountered an error. Please try again.","success","997","2026-03-20T03:43:08.855Z",""
"20","استعلامات","ابغى أتذكر إذا أخذت إجازة بشهر فبراير أو لا؟","Sorry, I encountered an error. Please try again.","success","1004","2026-03-20T03:43:11.871Z",""
"21","بوابة","وش صندوق الوارد في البوابة وشلون أستخدمه؟","Sorry, I encountered an error. Please try again.","success","1016","2026-03-20T03:43:14.900Z",""
"22","طلبات","كيف أشوف طلباتي السابقة اللي قدمتها؟","Sorry, I encountered an error. Please try again.","success","1009","2026-03-20T03:43:17.919Z",""
"23","انتداب","ليش ما أقدر أعدل وسيلة السفر في طلب الانتداب؟","Sorry, I encountered an error. Please try again.","success","1118","2026-03-20T03:43:21.051Z",""
"24","انتداب","وش الحقول الإلزامية اللي لازم أدخلها في طلب الإفادة عن الانتداب؟","Sorry, I encountered an error. Please try again.","success","1126","2026-03-20T03:43:24.189Z",""
"25","انتداب","إذا حفظت طلب انتداب هل ينزل مباشرة لشؤون الموظفين؟","Sorry, I encountered an error. Please try again.","success","1010","2026-03-20T03:43:27.209Z",""
"26","إعارة","كم أقصى مدة للإعارة في النظام؟","Sorry, I encountered an error. Please try again.","success","999","2026-03-20T03:43:30.220Z",""
"27","شكاوى","هل أقدر أقدم شكوى في البوابة وكيف؟","Sorry, I encountered an error. Please try again.","success","1012","2026-03-20T03:43:33.245Z",""
"28","اقتراحات","وين ألقى شاشة تسجيل الاقتراحات للموظفين؟","Sorry, I encountered an error. Please try again.","success","1014","2026-03-20T03:43:36.274Z",""
"29","إجازات","وش الفرق بين الإجازة الاستثنائية والإجازة الدراسية؟","Sorry, I encountered an error. Please try again.","success","1027","2026-03-20T03:43:39.312Z",""
"30","إجازات","كم مدة إجازة مرافقة المريض؟","Sorry, I encountered an error. Please try again.","success","1026","2026-03-20T03:43:42.349Z",""
"31","خطابات","كيف أطلب خطاب تعريف من البوابة؟","Sorry, I encountered an error. Please try again.","success","1042","2026-03-20T03:43:45.402Z",""
"32","خطابات","ابغى أطبع خطاب تعريف بالراتب والبدلات وين القاها؟","Sorry, I encountered an error. Please try again.","success","1030","2026-03-20T03:43:48.443Z",""
"33","خطابات","كيف أقدم على شهادة خبرة من النظام؟","Sorry, I encountered an error. Please try again.","success","1137","2026-03-20T03:43:51.592Z",""
"34","انتداب","ليش ما أقدر أعدل بيانات خط السير في قرار الانتداب؟","Sorry, I encountered an error. Please try again.","success","1013","2026-03-20T03:43:54.616Z",""
"35","مستودعات","وش صفة الطلب في طلب صرف المواد وشلون أحددها؟","Sorry, I encountered an error. Please try again.","success","1022","2026-03-20T03:43:57.648Z",""
"36","مستودعات","كيف أسجل خطاب تأمين في بوابة المستودعات؟","Sorry, I encountered an error. Please try again.","success","1029","2026-03-20T03:44:00.688Z",""
"37","مستودعات","أبي أعتمد خطاب طلب تأمين من الجهة الطالبة وين ألقاها؟","Sorry, I encountered an error. Please try again.","success","1021","2026-03-20T03:44:03.721Z",""
"38","مستودعات","وش مراحل اعتماد خطاب التأمين في البوابة؟","Sorry, I encountered an error. Please try again.","success","1025","2026-03-20T03:44:06.756Z",""
"39","مستودعات","كيف أضيف صنف في طلب التأمين؟","Sorry, I encountered an error. Please try again.","success","1133","2026-03-20T03:44:09.900Z",""
"40","مستودعات","وش معنى الكمية المتوفرة والكمية المحجوزة في المستودع؟","Sorry, I encountered an error. Please try again.","success","1015","2026-03-20T03:44:12.925Z",""
"41","مستودعات","كيف أسجل طلب صرف مواد من المستودع؟","Sorry, I encountered an error. Please try again.","success","1008","2026-03-20T03:44:15.944Z",""
"42","مستودعات","ليش ما يظهر عندي المستودع اللي أبي أختاره؟","Sorry, I encountered an error. Please try again.","success","1042","2026-03-20T03:44:18.997Z",""
"43","مستودعات","كيف أضيف محضر استلام جديد؟","Sorry, I encountered an error. Please try again.","success","1654","2026-03-20T03:44:22.662Z",""
"44","مستودعات","وش الفرق بين أنواع الاستلام في المحاضر؟","Sorry, I encountered an error. Please try again.","success","1017","2026-03-20T03:44:25.691Z",""
"45","مستودعات","كيف أعتمد محضر استلام من مدير الجهة المستلمة؟","Sorry, I encountered an error. Please try again.","success","1008","2026-03-20T03:44:28.710Z",""
"46","مستودعات","ابغى أرجع عهدة للمستودعات كيف الطريقة؟","Sorry, I encountered an error. Please try again.","success","1021","2026-03-20T03:44:31.741Z",""
"47","مستودعات","ليش ما أقدر أسجل طلب ارجاع عهدة لبعض الأصناف؟","Sorry, I encountered an error. Please try again.","success","1150","2026-03-20T03:44:34.905Z",""
"48","مستودعات","وش معنى كشف أرصدة العهد وكيف أطلعه؟","Sorry, I encountered an error. Please try again.","success","1019","2026-03-20T03:44:37.934Z",""
"49","استعلامات","كيف أعرف رصيد إجازاتي العادية من البوابة؟","Sorry, I encountered an error. Please try again.","success","1015","2026-03-20T03:44:40.959Z",""
"50","إجازات","كم مدة الإجازة العادية المستحقة في السنة؟","Sorry, I encountered an error. Please try again.","success","1006","2026-03-20T03:44:43.975Z",""
"51","إجازات","هل يحق لي تعويض رصيد الإجازات إذا استقلت؟","Sorry, I encountered an error. Please try again.","success","1025","2026-03-20T03:44:47.010Z",""
"52","إجازات","كيف أقدم على إجازة امتحان دراسي؟","Sorry, I encountered an error. Please try again.","success","1035","2026-03-20T03:44:50.056Z",""
"53","إجازات","وش شروط الإجازة الدراسية بدون راتب؟","Sorry, I encountered an error. Please try again.","success","1060","2026-03-20T03:44:53.130Z",""
"54","ابتعاث","أبي أبتعث دراسة خارجية وش المطلوب؟","Sorry, I encountered an error. Please try again.","success","1032","2026-03-20T03:44:56.172Z",""
"55","ابتعاث","كيف أسجل طلب ابتعاث داخلي؟","Sorry, I encountered an error. Please try again.","success","1017","2026-03-20T03:44:59.200Z",""
"56","ابتعاث","وش الفرق بين الابتعاث والإيفاد للدراسة؟","Sorry, I encountered an error. Please try again.","success","1044","2026-03-20T03:45:02.272Z",""
"57","ابتعاث","كم أقل مدة خدمة عشان أتقدم لابتعاث؟","Sorry, I encountered an error. Please try again.","success","1039","2026-03-20T03:45:05.322Z",""
"58","إجازات","كيف أقدم على إجازة غسيل كلى؟","Sorry, I encountered an error. Please try again.","success","1034","2026-03-20T03:45:08.366Z",""
"59","إجازات","هل تحتسب جلسات الغسيل الكلوي ضمن الإجازة المرضية؟","Sorry, I encountered an error. Please try again.","success","1029","2026-03-20T03:45:11.406Z",""
"60","إجازات","كيف أقدم إجازة مرضية بسبب إصابة عمل؟","Sorry, I encountered an error. Please try again.","success","1039","2026-03-20T03:45:14.456Z",""
"61","إجازات","وش الفرق بين الإجازة المرضية العادية وإجازة المرض الخطير؟","Sorry, I encountered an error. Please try again.","success","1033","2026-03-20T03:45:17.500Z",""
"62","طلبات","كيف أتأكد من حالة طلبي المرفوض من شؤون الموظفين؟","Sorry, I encountered an error. Please try again.","success","1044","2026-03-20T03:45:20.556Z",""
"63","طلبات","ليش طلب الإجازة ما زال تحت الإعداد؟","Sorry, I encountered an error. Please try again.","success","1049","2026-03-20T03:45:23.617Z",""
"64","إجازات","كيف أعدل على طلب إجازة بعد ما سجلته؟","Sorry, I encountered an error. Please try again.","success","1025","2026-03-20T03:45:26.654Z",""
"65","طلبات","وش معنى اعتماد الطلبات المتأخرة في البوابة؟","Sorry, I encountered an error. Please try again.","success","1020","2026-03-20T03:45:29.684Z",""
"66","إجازات","كيف أسوي طلب قطع أو إلغاء إجازة؟","Sorry, I encountered an error. Please try again.","success","1021","2026-03-20T03:45:32.717Z",""
"67","إجازات","أبي أمدد إجازتي كيف الطريقة؟","Sorry, I encountered an error. Please try again.","success","1040","2026-03-20T03:45:35.767Z",""
"68","إجازات","ليش ما أقدر أمدد الإجازة المرضية؟","Sorry, I encountered an error. Please try again.","success","1034","2026-03-20T03:45:38.813Z",""
"69","إجازات","كيف أسجل مباشرة بعد الإجازة؟","Sorry, I encountered an error. Please try again.","success","1675","2026-03-20T03:45:42.498Z",""
"70","إجازات","وش هي إجازة تعويض الأعياد والعطل الأسبوعية؟","Sorry, I encountered an error. Please try again.","success","1038","2026-03-20T03:45:45.548Z",""
"71","إجازات","هل تنحسب العطل الرسمية ضمن الإجازة العادية؟","Sorry, I encountered an error. Please try again.","success","1148","2026-03-20T03:45:48.705Z",""
"72","استعلامات","كيف أعرف جهة عملي الفعلية من البوابة؟","Sorry, I encountered an error. Please try again.","success","1037","2026-03-20T03:45:51.754Z",""
"73","استعلامات","أبي أشوف بياناتي الوظيفية كاملة وين ألقاها؟","Sorry, I encountered an error. Please try again.","success","1048","2026-03-20T03:45:54.814Z",""
"74","استعلامات","كيف أطبع ملف الخدمة الخاص بي؟","Sorry, I encountered an error. Please try again.","success","1057","2026-03-20T03:45:57.880Z",""
"75","بطاقة موظف","وش هي الخبرات السابقة وكيف أضيفها؟","Sorry, I encountered an error. Please try again.","success","1041","2026-03-20T03:46:00.933Z",""
"76","بطاقة موظف","كيف أضيف دورة تدريبية حصلت عليها؟","Sorry, I encountered an error. Please try again.","success","1050","2026-03-20T03:46:03.997Z",""
"77","استعلامات","وين ألقى الدورات التدريبية المسجلة باسمي؟","Sorry, I encountered an error. Please try again.","success","1185","2026-03-20T03:46:07.194Z",""
"78","بطاقة موظف","كيف أضيف وثيقة شخصية جديدة مثل جواز سفر؟","Sorry, I encountered an error. Please try again.","success","1050","2026-03-20T03:46:10.254Z",""
"79","بطاقة موظف","وش هي الوثائق الشخصية المطلوبة في النظام؟","Sorry, I encountered an error. Please try again.","success","1068","2026-03-20T03:46:13.333Z",""
"80","بطاقة موظف","كيف أحدث بيانات المرافقين التابعين لي؟","Sorry, I encountered an error. Please try again.","success","1063","2026-03-20T03:46:16.407Z",""
"81","مرافقين","أبي أضيف مرافق جديد من هم من الدرجة الثالثة؟","Sorry, I encountered an error. Please try again.","success","1049","2026-03-20T03:46:19.467Z",""
"82","إجازات","كم مدة إجازة عدة الوفاة للموظفة؟","Sorry, I encountered an error. Please try again.","success","1067","2026-03-20T03:46:22.550Z",""
"83","إجازات","كيف أقدم إجازة عدة وفاة من البوابة؟","Sorry, I encountered an error. Please try again.","success","1074","2026-03-20T03:46:25.636Z",""
"84","إجازات","وش هي إجازة المشاركة الوطنية ومتى تطلب؟","Sorry, I encountered an error. Please try again.","success","1087","2026-03-20T03:46:28.734Z",""
"85","إجازات","كيف أسجل طلب إجازة حج؟","Sorry, I encountered an error. Please try again.","success","1055","2026-03-20T03:46:31.801Z",""
"86","إجازات","هل أقدر أخذ إجازة حج أكثر من مرة؟","Sorry, I encountered an error. Please try again.","success","1032","2026-03-20T03:46:34.844Z",""
"87","إجازات","وش هي إجازة التدريب على أعمال الإعاقة؟","Sorry, I encountered an error. Please try again.","success","1046","2026-03-20T03:46:37.900Z",""
"88","إجازات","كيف أسجل طلب إجازة ثقافية داخلية؟","Sorry, I encountered an error. Please try again.","success","1065","2026-03-20T03:46:40.976Z",""
"89","إجازات","وش الفرق بين الإجازة الثقافية الداخلية والخارجية؟","Sorry, I encountered an error. Please try again.","success","1044","2026-03-20T03:46:44.031Z",""
"90","إجازات","كيف أقدم على إجازة رياضية؟","Sorry, I encountered an error. Please try again.","success","1057","2026-03-20T03:46:47.099Z",""
"91","إجازات","هل أحتاج مستندات معينة لإجازة الزواج؟","Sorry, I encountered an error. Please try again.","success","1064","2026-03-20T03:46:50.174Z",""
"92","إجازات","كم مرة يحق لي أخذ إجازة زواج؟","Sorry, I encountered an error. Please try again.","success","1045","2026-03-20T03:46:53.230Z",""
"93","إجازات","كيف أسجل طلب إجازة وقوع كارثة؟","Sorry, I encountered an error. Please try again.","success","1040","2026-03-20T03:46:56.281Z",""
"94","إجازات","وش معنى إجازة حضانة يتيم مكفول؟","Sorry, I encountered an error. Please try again.","success","1035","2026-03-20T03:46:59.327Z",""
"95","تفويض","كيف أقدم على طلب تفويض صلاحية لموظف ثاني؟","Sorry, I encountered an error. Please try again.","success","1174","2026-03-20T03:47:02.513Z",""
"96","تفويض","ليش ما أقدر أفوض صلاحيتي لموظف في إدارة ثانية؟","Sorry, I encountered an error. Please try again.","success","1040","2026-03-20T03:47:05.564Z",""
"97","تفويض","كم مدة التفويض المسموحة في النظام؟","Sorry, I encountered an error. Please try again.","success","1036","2026-03-20T03:47:08.612Z",""
"98","تفويض","كيف ألغي تفويض صلاحية بعد ما سويته؟","Sorry, I encountered an error. Please try again.","success","1048","2026-03-20T03:47:11.671Z",""
"99","عهد","وش هي طلبات العهد وكيف أسجل نقل عهدة؟","Sorry, I encountered an error. Please try again.","success","1191","2026-03-20T03:47:14.871Z",""
"100","عهد","كيف أقبل أو أرفض عهدة محولة لي؟","Sorry, I encountered an error. Please try again.","success","1066","2026-03-20T03:47:17.947Z",""
"101","عهد","ليش العهدة المحولة انلغت قبل ما أرد عليها؟","Sorry, I encountered an error. Please try again.","success","1706","2026-03-20T03:47:21.665Z",""
"102","إركاب","كيف أسجل طلب أمر إركاب؟","Sorry, I encountered an error. Please try again.","success","1086","2026-03-20T03:47:24.763Z",""
"103","إركاب","وش الفرق بين أمر الإركاب وتذاكر السفر؟","Sorry, I encountered an error. Please try again.","success","1687","2026-03-20T03:47:28.460Z",""
"104","نفقات","كيف أطلب تعويض تذاكر سفر؟","Sorry, I encountered an error. Please try again.","success","1048","2026-03-20T03:47:31.519Z",""
"105","إجازات","وش المطلوب عشان أطلب تعويض عن غياب بعذر؟","Sorry, I encountered an error. Please try again.","success","1053","2026-03-20T03:47:34.582Z",""
"106","إجازات","كم مدة التعويض المسموحة عن الغياب؟","Sorry, I encountered an error. Please try again.","success","1066","2026-03-20T03:47:37.658Z",""
"107","تعديل بيانات","كيف أسجل طلب تغيير جهة ومقر العمل الفعلية؟","Sorry, I encountered an error. Please try again.","success","1068","2026-03-20T03:47:40.736Z",""
"108","تعديل بيانات","ليش لازم موافقة الرئيس المباشر على تغيير جهة العمل؟","Sorry, I encountered an error. Please try again.","success","1073","2026-03-20T03:47:43.820Z",""
"109","استعلامات","كيف أشوف ملف الراتب الخاص بي؟","Sorry, I encountered an error. Please try again.","success","1690","2026-03-20T03:47:47.520Z",""
"110","استعلامات","أبي أعرف الراتب المصرف في شهر معين وين ألقى التفاصيل؟","Sorry, I encountered an error. Please try again.","success","1058","2026-03-20T03:47:50.590Z",""
"111","استعلامات","كيف أطبع كشف الراتب الشهري؟","Sorry, I encountered an error. Please try again.","success","1061","2026-03-20T03:47:53.660Z",""
"112","استعلامات","وش هي العلاوات وكيف أشوف اللي أخذتها؟","Sorry, I encountered an error. Please try again.","success","1054","2026-03-20T03:47:56.724Z",""
"113","استعلامات","كيف أتأكد من الترقيات اللي حصلت عليها؟","Sorry, I encountered an error. Please try again.","success","1080","2026-03-20T03:47:59.826Z",""
"114","استعلامات","وش هي الانتدابات وكيف أشوف انتداباتي السابقة؟","Sorry, I encountered an error. Please try again.","success","1077","2026-03-20T03:48:02.913Z",""
"115","انتداب","كيف أعرف عدد أيام الانتداب المستحقة لي؟","Sorry, I encountered an error. Please try again.","success","1072","2026-03-20T03:48:05.996Z",""
