"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"1","إجازات","ابغى اعرف كيف اسوي طلب إجازة أمومة من البوابة؟","يمكن تسجيل طلب إجازة أمومة عن طريق الدخول على البوابة ثم اختيار ""إجازة"" من القائمة، ثم ""طلب إجازة""، ثم اختيار نوع الإجازة ""إجازة أمومة"". بعد ذلك يتم تعبئة البيانات المطلوبة وإرفاق المستندات الداعمة ثم الضغط على زر ""إرسال"".

المصدر: [الأسئلة الشائعة]","success","5565","2026-03-20T09:40:31.601Z",""
"2","إجازات","وش الفرق بين إجازة الوضع وإجازة الأمومة؟","إجازة الوضع هي إجازة تمنح للموظفة عند وضع مولود، مدتها سبعين يوماً تُوزعها الموظفة كيف تشاء، وتبدأ بحد أقصى قبل ثمانية وعشرين يوماً من التاريخ المرجح للوضع حسب شهادة طبية. تستحق الموظفة هذه الإجازة بكامل الراتب.

إجازة الأمومة هي إجازة اختيارية بعد إجازة الوضع، ويمكن للموظفة الحصول عليها للتفرغ لرعاية مولودها، مدتها الإجمالية لا تتجاوز ثلاث سنوات طوال خدمتها الوظيفية وبراتب يُعادل ربع الراتب، بشرط ألا يقل عما يُصرف لها عن ألف وخمسمائة ريال شهرياً. ويشترط أن تُمنح خلال السنوات الثلاث الأولى من عمر الطفل ويمكن تأجيلها حسب مصلحة العمل وفق ضوابط.

باختصار: إجازة الوضع تُمنح عند الولادة ولمدة محددة بكامل الراتب، أما إجازة الأمومة فهي اختيارية بعد الوضع، لرعاية الطفل، وبراتب جزئي ولمدة أطول.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","6248","2026-03-20T09:40:39.869Z",""
"3","إجازات","كيف أقدم على إجازة وضع إذا كان موعد الولادة محدد؟","يمكن تسجيل طلب إجازة وضع في حال كان موعد الولادة محدد عبر الخطوات التالية:

الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة وضع
تسجيل التاريخ المتوقع للولادة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","4212","2026-03-20T09:40:46.132Z",""
"4","إجازات","طلعت إجازة وضع ولدت قبل الموعد وش أسوي؟","يمكنك تسجيل طلب إجازة وضع في حال ولادتك قبل الموعد المتوقع، ويتم ذلك بالدخول إلى رابط تقديم طلب إجازة، ثم الضغط على زر ""جديد""، ثم اختيار نوع الإجازة: ""إجازة وضع""، وتعبئة الخانات المطلوبة وحفظ الطلب، وبعدها عليك تحميل المستندات المطلوبة.

المصدر: [الأسئلة الشائعة]","success","4678","2026-03-20T09:40:52.826Z",""
"5","إجازات","أبي أعرف كيف أرفع مستندات إجازة الأمومة بعد ما سجلت الطلب؟","يمكنك رفع مستندات إجازة الأمومة بعد تسجيل الطلب من خلال الخطوات التالية:

الدخول إلى رابط تقديم طلب إجازة.
الضغط على زر جديد.
اختيار نوع الإجازة: إجازة أمومة.
تعبئة الخانات والحفظ.
تحميل المستندات.

المصدر: [الأسئلة الشائعة]","success","3166","2026-03-20T09:40:58.004Z",""
"6","إجازات","كم مدة إجازة الوضع في النظام؟","مدة إجازة الوضع في النظام هي سبعين (70) يوماً براتب كامل، وتستطيع الموظفة توزيعها كيف تشاء، مع إمكانية أن تبدأ الإجازة بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويتم تحديد هذا التاريخ بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","3150","2026-03-20T09:41:03.169Z",""
"7","إجازات","هل تنحسب إجازة الوضع براتب كامل ولا لا؟","تستحق الموظفة إجازة وضع بكامل الراتب ومدتها سبعين يوماً توزعها كيف تشاء، تبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","3149","2026-03-20T09:41:08.331Z",""
"8","استعلامات","ابغى أتأكد من رصيد إجازاتي من البوابة كيف الطريقة؟","يمكنك الاستعلام عن رصيد الإجازات من خلال الدخول على صفحة الموظف، ثم اختيار ""رصيد الإجازات""، وسوف تظهر أمامك تفاصيل الرصيد حسب كل نوع إجازة.

المصدر: [الأسئلة الشائعة]","success","2631","2026-03-20T09:41:12.976Z",""
"9","إجازات","ليش النظام رفض حفظ الإجازة يقول الرصيد ما يكفي؟","يتم رفض طلب الإجازة بسبب عدم كفاية الرصيد عندما يكون رصيد الإجازة المتاح لك أقل من عدد الأيام التي طلبتها للإجازة. يجب التأكد من وجود رصيد كافٍ لنوع الإجازة المطلوبة قبل تقديم الطلب.

المصدر: [الأسئلة الشائعة]","success","3144","2026-03-20T09:41:18.134Z",""
"10","إجازات","كم عدد أيام الإجازة العادية المسموحة بالسنة؟","يستحق الموظف إجازة عادية مدتها ستة وثلاثون (36) يوماً عن كل سنة من سنوات خدمته براتب كامل حسب آخر راتب تقاضاه. كما يجوز للموظف طلب التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز 108 أيام خلال السنة، أما الموظف الذي بلغت خدمته لغرض التقاعد 25 عاماً فأكثر أو بلغ من العمر 50 عاماً فأكثر، فيجوز له التمتع برصيد لا يتجاوز 144 يوماً خلال السنة.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","6736","2026-03-20T09:41:26.883Z",""
"11","إجازات","وش سالفة الإجازة الاضطرارية كم يوم وكم راتبها؟","الموظف الذي لا يتوافر له رصيد من الإجازة العادية يمكنه بعد موافقة رئيسه المباشر أن يتغيب براتب كامل لأسباب اضطرارية مدة أقصاها خمسة أيام خلال السنة المالية الواحدة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","3659","2026-03-20T09:41:32.555Z",""
"12","بطاقة موظف","كيف أضيف مرافقين جدد لبطاقتي الوظيفية؟","يمكنك إضافة مرافقين جدد لبطاقتك الوظيفية من خلال الدخول على النظام ثم الذهاب إلى (بطاقة بياناتي) واختيار (إضافة مرافق جديد)، وتعبئة جميع الحقول المطلوبة ثم الضغط على حفظ.

المصدر: [الأسئلة الشائعة]","success","3168","2026-03-20T09:41:37.735Z",""
"13","بطاقة موظف","وش المستندات المطلوبة لتسجيل مولود جديد؟","يمكن تسجيل طلب إجازة وضع أو إجازة أمومة عبر البوابة الإلكترونية، ويجب خلال ذلك تحميل المستندات. لم يتم ذكر قائمة محددة بالمستندات المطلوبة في المصدر، ولكن يتطلب النظام رفع مستندات عند التقديم على الإجازة.

المصدر: [الأسئلة الشائعة]","success","4695","2026-03-20T09:41:44.441Z",""
"14","بطاقة موظف","أبي أعدل بياناتي الشخصية في النظام وين ألقى الشاشة؟","يمكنك تعديل بياناتك الشخصية من خلال شاشة ""بياناتي الشخصية"" الموجودة في قائمة ""الخدمات الذاتية للموظف"".

المصدر: [الأسئلة الشائعة]","success","2651","2026-03-20T09:41:49.105Z",""
"15","بطاقة موظف","كيف أضيف مؤهل علمي جديد حصلت عليه؟","لإضافة مؤهل علمي جديد تم الحصول عليه، يمكن الدخول على الخدمة من خلال صفحة بياناتي الوظيفية واختيار المؤهلات العلمية، ثم النقر على إضافة وإدخال بيانات المؤهل العلمي مع إرفاق المستندات المطلوبة، وأخيرًا يتم النقر على أيقونة ""حفظ"".

المصدر: [الأسئلة الشائعة]","success","2641","2026-03-20T09:41:53.757Z",""
"16","إجازات","وش الفرق بين إجازة الوفاة للرجال والنساء؟","الفرق بين إجازة الوفاة للرجال والنساء هو أن:


الموظف (الرجل) يستحق إجازة لمدة (خمسة) أيام براتب كامل في حالة وفاة زوجه أو أحد أقاربه إلى الدرجة الثالثة.
الموظفة (المرأة) تستحق إجازة لفترة عدة الوفاة براتب كامل، وهي تختلف حسب الحالة الشرعية (عدة وفاة الزوج).

تبدأ إجازة الوفاة اعتباراً من يوم الوفاة وتحتسب العطل الرسمية أو عطلة نهاية الأسبوع من ضمنها ولا يعوض عنها الموظف أو الموظفة.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4687","2026-03-20T09:42:00.457Z",""
"17","إجازات","كم يوم إجازة الأبوة للموظفين؟","إجازة الأبوة تعتبر من أنواع الإجازات المقررة للموظفين حسب اللائحة التنفيذية للموارد البشرية في الخدمة المدنية، وترد صراحة ضمن قائمة الإجازات في المادة (126) تحت بند (ك- إجازة الأبوة). لكن لا تتوفر في المقطع المسترجع تفاصيل عدد الأيام المقررة لإجازة الأبوة نفسها.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","4736","2026-03-20T09:42:07.206Z",""
