"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"1","إجازات","ابغى اعرف كيف اسوي طلب إجازة أمومة من البوابة؟","يمكن تسجيل طلب إجازة أمومة عبر البوابة من خلال الخطوات التالية:

الدخول على البوابة باستخدام بيانات النفاذ الوطني.
اختيار خدمات الموظفين.
اختيار الإجازات.
الضغط على أيقونة (طلب إجازة).
اختيار نوع الإجازة (إجازة أمومة).
تحديد مدة الإجازة وتاريخ بدايتها.
إرفاق المستندات المطلوبة (إن وجدت).
الضغط على (حفظ) ثم (إرسال).

المصدر: [الأسئلة الشائعة]","success","7044","2026-04-13T21:26:05.632Z",""
"2","إجازات","وش الفرق بين إجازة الوضع وإجازة الأمومة؟","إجازة الوضع هي إجازة مستحقة للموظفة براتب كامل ومدتها 70 يومًا، تستطيع توزيعها كما تشاء وتبدأ بحد أقصى قبل التاريخ المرجح للولادة بـ 28 يومًا حسب شهادة طبية مصدقة.

أما إجازة الأمومة، فهي إجازة يمكن للموظفة الحصول عليها بعد نهاية إجازة الوضع للتفرغ لرعاية مولودها، وتمتد حتى 3 سنوات كحد أقصى طوال مدة خدمتها، وتصرف براتب مقداره ربع الراتب الأساسي (على ألا يقل عن 1500 ريال شهريًا). يشترط أن تكون الإجازة خلال أول ثلاث سنوات من عمر الطفل، كما يجوز للجهة الحكومية تأجيل منح الإجازة بما لا يتجاوز 90 يومًا إذا اقتضت مصلحة العمل، ويمكن تمديدها ضمن الحد الأقصى بموافقة الجهة.

باختصار: إجازة الوضع مرتبطة بفترة الولادة مباشرة وبكامل الراتب، بينما إجازة الأمومة هي فترة إضافية لرعاية الطفل بعد الوضع وتكون بربع الراتب وطبقًا لضوابط محددة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","7879","2026-04-13T21:26:15.532Z",""
"3","إجازات","كيف أقدم على إجازة وضع إذا كان موعد الولادة محدد؟","يمكن تسجيل طلب إجازة وضع إذا كان موعد الولادة محدد عبر الخطوات التالية:

الدخول إلى رابط تقديم طلب إجازة
الضغط على زر جديد
اختيار نوع الإجازة: إجازة وضع
تسجيل التاريخ المتوقع للولادة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","7321","2026-04-13T21:26:24.874Z",""
"4","إجازات","طلعت إجازة وضع ولدت قبل الموعد وش أسوي؟","يمكن للموظفة بالحالات الخاصة الناتجة عن حالات الولادة قبل أوانها إبلاغ صاحب العمل وتقديم تقرير طبي بذلك، ويجب احتساب مدة الإجازة من تاريخ الولادة الفعلي حسب التقرير الطبي.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","3183","2026-04-13T21:26:30.075Z",""
"5","إجازات","أبي أعرف كيف أرفع مستندات إجازة الأمومة بعد ما سجلت الطلب؟","يمكنك رفع مستندات إجازة الأمومة بعد تسجيل الطلب بهذه الطريقة:


الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة أمومة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","4202","2026-04-13T21:26:36.290Z",""
"6","إجازات","كم مدة إجازة الوضع في النظام؟","مدة إجازة الوضع في النظام هي سبعون (70) يوماً بكامل الراتب، وتستطيع الموظفة توزيعها كيف تشاء، حيث يمكن أن تبدأ الإجازة بحد أقصى قبل 28 يوماً من التاريخ المرجح للوضع، والذي يحدد بشهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4715","2026-04-13T21:26:43.020Z",""
"7","إجازات","هل تنحسب إجازة الوضع براتب كامل ولا لا؟","تستحق الموظفة إجازة وضع بكامل الراتب، ومدتها سبعين يوماً توزعها كيف تشاء، تبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع ويحدد ذلك بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4203","2026-04-13T21:26:49.234Z",""
"8","استعلامات","ابغى أتأكد من رصيد إجازاتي من البوابة كيف الطريقة؟","يمكن معرفة رصيد الاجازات من خلال الدخول على البوابة، ثم اختيار صفحة الاجازات، وسيظهر رصيد الاجازات بشكل مباشر أعلى الصفحة.

المصدر: [الأسئلة الشائعة]","success","2690","2026-04-13T21:26:53.938Z",""
"9","إجازات","ليش النظام رفض حفظ الإجازة يقول الرصيد ما يكفي؟","يتم رفض حفظ الإجازة عندما يكون رصيدك غير كافٍ لنوع الإجازة الذي تحاول تقديمه. لمعرفة سبب الرفض والتأكد من رصيدك المتبقي، يمكنك اتباع الخطوات التالية:
من رابط الاستعلامات

استعلامات الطلبات
انتقل إلى شاشة بيانات الإجازات في البوابة
اختر من القائمة المنسدلة نوع الإجازة المراد الاستعلام عن رصيدها (مثل الإجازة العادية، المرضية، الاستثنائية...)
أدخل التاريخ في حقل ""حتى تاريخ"" (يظهر هذا الحقل لمعظم أنواع الإجازات باستثناء الإجازة الاضطرارية)
اضغط على زر ""بحث""
سيعرض النظام الرصيد المتبقي من نوع الإجازة المحدد.

المصدر: [الأسئلة الشائعة]","success","5244","2026-04-13T21:27:01.196Z",""
"10","إجازات","كم عدد أيام الإجازة العادية المسموحة بالسنة؟","يستحق الموظف إجازة عادية مدتها (ستة وثلاثون) يوماً عن كل سنة من سنوات خدمته براتب كامل حسب آخر راتب تقاضاه. كما يجوز للموظف طلب التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز (مائة وثمانية) أيام خلال السنة، واستثناءً من ذلك، يجوز للموظف الذي بلغت خدمته المحسوبة لغرض التقاعد (خمسة وعشرين) عاماً فأكثر أو بلغ من العمر (خمسين) عاماً فأكثر التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز (مائة وأربعة وأربعين) يوماً خلال السنة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","7812","2026-04-13T21:27:11.023Z",""
"11","إجازات","وش سالفة الإجازة الاضطرارية كم يوم وكم راتبها؟","مدة الإجازة الاضطرارية هي خمسة أيام كحد أقصى خلال السنة المالية الواحدة، وتُصرف براتب كامل للموظف الذي لا يتوافر له رصيد من الإجازة العادية بعد موافقة رئيسه، وذلك لأسباب اضطرارية فقط.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4744","2026-04-13T21:27:17.783Z",""
"12","بطاقة موظف","كيف أضيف مرافقين جدد لبطاقتي الوظيفية؟","لإضافة مرافقين جدد إلى بطاقتك الوظيفية، يمكنك التقدم بطلب إضافة مرافق عبر الخدمة المخصصة لذلك في النظام. قم باتباع الخطوات التالية كما هو موضح في دليل المستخدم:


الدخول إلى بوابة النظام.
الانتقال إلى قائمة ""الخدمات الإلكترونية"".
اختيار خدمة ""إضافة مرافق"".
تعبئة البيانات المطلوبة الخاصة بالمرافقين.
إرفاق المستندات المطلوبة (مثل الهوية الوطنية أو الإقامة).
إرسال الطلب للموافقة.

المصدر: [دليل المستخدم] - User Manual Services & Submitting Requests.pdf","success","3691","2026-04-13T21:27:23.488Z",""
"13","بطاقة موظف","وش المستندات المطلوبة لتسجيل مولود جديد؟","يمكن تسجيل طلب إجازة وضع أو إجازة أمومة عن طريق اتباع الخطوات التالية:


الدخول إلى رابط تقديم طلب إجازة
الضغط على زر ""جديد""
اختيار نوع الإجازة (إجازة وضع أو إجازة أمومة)
تعبئة الخانات المطلوبة وحفظ الطلب
تحميل المستندات

يرجى ملاحظة أنه يجب تحميل المستندات المطلوبة، لكن تفاصيل هذه المستندات المحددة غير مذكورة بالنص المتاح.

المصدر: [الأسئلة الشائعة]","success","4173","2026-04-13T21:27:29.673Z",""
"14","بطاقة موظف","أبي أعدل بياناتي الشخصية في النظام وين ألقى الشاشة؟","للوصول إلى شاشة تعديل البيانات الشخصية في النظام، اختر ""البيانات الشخصية"" من قائمة طلبات بطاقة الموظف، وستظهر لك شاشة البيانات الشخصية. يمكنك من خلالها تعديل جميع بياناتك الشخصية بالضغط على زر ""تعديل"". تشمل هذه البيانات: اسم الموظف، رقم الموظف، رقم السجل المدني، الاسم الأول، اسم الأب، اسم الجد، اسم العائلة، والبيانات الأخرى. بعد التعديل يمكنك حفظ التغييرات.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","6238","2026-04-13T21:27:37.922Z",""
"15","بطاقة موظف","كيف أضيف مؤهل علمي جديد حصلت عليه؟","يمكنك إضافة مؤهل علمي جديد حصلت عليه باتباع الخطوات التالية في بوابة الخدمة الذاتية للموظف:


الدخول إلى شاشة ""إضافة وتعديل المؤهلات العلمية"".
من خلال هذه الشاشة يمكنك إدخال طلب تعديل المؤهلات العلمية أو إدخال بيانات مؤهلات علمية جديدة.
ستظهر لك بيانات المؤهلات العلمية الخاصة بك (كمستخدم حالي) والتي تم إضافتها أو التعديل عليها مسبقًا في بطاقة الموظف في نظام شؤون الموظفين أو نظام الابتعاث والتدريب أو في بوابة الخدمة الذاتية.
لبدء إضافة مؤهل جديد:
اختر التصنيف المطلوب (مؤهل علمي أو شهادة مهنية).
اختر المؤهل العلمي/الشهادة المهنية من القائمة المنسدلة (المؤهلات المعرفة مسبقًا في النظام).
حدد التخصص الرئيسي، ثم التخصص الفرعي من القوائم المنسدلة.
حدد مكان الإصدار وجهة التخرج واسم الشهادة.
أدخل تاريخ الإصدار بالتقويمين الهجري والميلادي إذا لزم الأمر.
أدخل التخصص الدقيق وعدد سنوات الدراسة والتقدير إذا كان مطلوبًا.
يمكنك رفع المرفقات المطلوبة (مثل صورة المؤهل) عبر الضغط على زر ""Browse"" ثم ""حفظ"".
يجب الإقرار بصحة البيانات المدخلة.
بعد الحفظ سيتم عرض المؤهل ضمن بياناتك العلمية، حتى وإن لم تُعتمد بعد في بطاقة الموظف في نظام شؤون الموظفين.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","7749","2026-04-13T21:27:47.684Z",""
"16","إجازات","وش الفرق بين إجازة الوفاة للرجال والنساء؟","بحسب اللائحة التنفيذية للموارد البشرية في الخدمة المدنية، الفرق بين إجازة الوفاة للرجال والنساء هو:


الموظف (الرجل) يستحق إجازة وفاة لمدة خمسة أيام براتب كامل في حالة وفاة زوجه أو أحد أقاربه إلى الدرجة الثالثة.
الموظفة (المرأة) تستحق إجازة لفترة ""عدة الوفاة"" براتب كامل، أي أن مدة الإجازة تختلف حسب عدة المرأة الشرعية في حال وفاة الزوج، أما إذا كان المتوفى أحد الأقارب الآخرين (وليس الزوج)، تسري عليها نفس مدة الرجل (خمسة أيام).

تبدأ إجازة الوفاة من يوم الوفاة، وتحتسب العطل الرسمية أو عطلة نهاية الأسبوع من ضمنها ولا يعوض عنها الموظف.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","5719","2026-04-13T21:27:55.416Z",""
"17","إجازات","كم يوم إجازة الأبوة للموظفين؟","مدة إجازة الأبوة لم تُذكر ضمن النصوص الظاهرة في النتائج بشكل محدد بعدد الأيام. توضح اللائحة التنفيذية للموارد البشرية في الخدمة المدنية أن هناك نوعاً من الإجازات يُسمى ""إجازة الأبوة"" ضمن التصنيفات النظامية للإجازات، لكن لا توجد تفاصيل عن عدد الأيام المقررة لها في النص الظاهر.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","5213","2026-04-13T21:28:02.641Z",""
"18","إجازات","توفي قريبي أبغى أقدم إجازة وفاة وش المطلوب؟","يمكنك تسجيل طلب إجازة وفاة من خلال بوابة الوزارة باتباع الخطوات التالية:

الدخول لحساب الموظف بالبوابة.
الدخول على (الخدمات الذاتية للموظف).
الدخول على (خدمة الإجازات).
الضغط على أيقونة (إضافة).
اختيار نوع الإجازة (إجازة وفاة).
تعبئة الحقول المطلوبة.
إرفاق المستندات المطلوبة (صك الوفاة أو ما يثبت ذلك).
الضغط على أيقونة (إرسال).
سيتم إحالة الطلب إلكترونياً إلى المسؤول المباشر، ثم إلى إدارة الموارد البشرية لاعتماد الطلب.

المصدر: [الأسئلة الشائعة]","success","3680","2026-04-13T21:28:08.336Z",""
"19","استعلامات","كيف أتأكد من عدد إجازاتي المرضية هذا العام؟","يمكنك الاستعلام عن رصيد الاجازات المرضية وعدد الاجازات التي تم الاستفادة منها من خلال الخطوات التالية:

الدخول على صفحة الموظف الرئيسية.
اختيار الاستعلام عن رصيد الاجازات في أعلى الصفحة.
ستظهر جميع أنواع الاجازات مع رصيد كل اجازة، كما يمكن عرض ""تفاصيل"" الاجازات لمعرفة تفاصيل كل اجازة تمت الاستفادة منها.

المصدر: [الأسئلة الشائعة]","success","3201","2026-04-13T21:28:13.549Z",""
"20","استعلامات","ابغى أتذكر إذا أخذت إجازة بشهر فبراير أو لا؟","لا يمكنني الإجابة على هذا السؤال لأنه غير مغطى ضمن المعلومات المتاحة لدي.","success","2670","2026-04-13T21:28:18.232Z",""
"21","بوابة","وش صندوق الوارد في البوابة وشلون أستخدمه؟","صندوق الوارد هو المكان الذي تظهر فيه التعاميم أو المهام أو التنبيهات أو الطلبات التي تتطلب منك اتخاذ إجراء في البوابة. يمكنك من خلاله الاطلاع على ما يتطلب منك عمله ومعالجة هذه الطلبات أو المهام.

لاستخدام صندوق الوارد في البوابة:

ادخل على البوابة باستخدام اسم المستخدم وكلمة المرور.
من الصفحة الرئيسية، اختر “صندوق الوارد”.
ستظهر جميع المهام أو الطلبات المعلقة لديك، يمكنك الضغط على أي مهمة لعرض تفاصيلها واتخاذ الإجراء المناسب.

المصدر: [دليل المستخدم] - User Manual Services & Submitting Requests.pdf","success","3187","2026-04-13T21:28:23.430Z",""
