"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"1","إجازات","ابغى اعرف كيف اسوي طلب إجازة أمومة من البوابة؟","يمكن تسجيل طلب إجازة أمومة من خلال البوابة عن طريق الدخول على صفحة الإجازات، ثم اختيار ""تقديم طلب إجازة جديدة""، واختيار نوع الإجازة ""إجازة أمومة""، ثم تعبئة البيانات المطلوبة وإرفاق المستندات اللازمة (مثل تقرير الحمل أو الولادة)، وبعد ذلك يتم إرسال الطلب للمسؤول للموافقة عليه.

المصدر: [الأسئلة الشائعة]","success","3175","2026-03-20T11:03:15.502Z",""
"2","إجازات","وش الفرق بين إجازة الوضع وإجازة الأمومة؟","إجازة الوضع هي إجازة براتب كامل مدتها (سبعين) يوماً تمنح للموظفة ويمكن توزيعها كيف تشاء، بحيث تبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية. إجازة الأمومة، من جهة أخرى، هي إجازة تُمنح للموظفة التي ترغب في التفرغ لرعاية مولودها لمدة تصل إلى ثلاث سنوات كحد أقصى طوال خدمتها وتحصل عليها بربع الراتب بعد نهاية إجازة الوضع، ويجب أن تمنح خلال السنوات الثلاث الأولى من عمر الطفل، كما يشترط موافقة جهة العمل ويمكن تأجيلها وفق مصلحة العمل لمدة لا تتجاوز تسعين يوماً. كما تنطبق بعض أحكام إجازة الأمومة على الموظفة الحاضنة لطفل يتيم وفق الضوابط ذاتها.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5643","2026-03-20T11:03:23.190Z",""
"3","إجازات","كيف أقدم على إجازة وضع إذا كان موعد الولادة محدد؟","يمكن تسجيل طلب إجازة وضع إذا كان موعد الولادة محدد باتباع الخطوات التالية:

الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة وضع
تسجيل التاريخ المتوقع للولادة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","3528","2026-03-20T11:03:28.753Z",""
"4","إجازات","طلعت إجازة وضع ولدت قبل الموعد وش أسوي؟","يمكن تعديل تاريخ بداية اجازة الوضع في حال تم إدخال تاريخ متوقع وحدث الولادة قبل التاريخ المتوقع، عبر التالي:

الدخول على الخدمة.
اختيار أيقونة تعديل الطلب، ثم تعديل تاريخ البداية.
بعد ذلك يتم متابعة الطلب من الرئيس المباشر.

المصدر: [الأسئلة الشائعة]","success","2969","2026-03-20T11:03:33.759Z",""
"5","إجازات","أبي أعرف كيف أرفع مستندات إجازة الأمومة بعد ما سجلت الطلب؟","يمكنك رفع مستندات إجازة الأمومة بعد تسجيل الطلب من خلال الخطوات التالية:

الدخول إلى رابط تقديم طلب إجازة.
الضغط على زر جديد.
اختيار نوع الإجازة: إجازة أمومة.
تعبئة الخانات والحفظ.
تحميل المستندات.

المصدر: [الأسئلة الشائعة]","success","4039","2026-03-20T11:03:39.824Z",""
"6","إجازات","كم مدة إجازة الوضع في النظام؟","مدة إجازة الوضع حسب النظام هي عشرة أسابيع توزعها الموظفة كما ترغب، بحيث تبدأ بحد أقصى أربعة أسابيع قبل التاريخ المتوقع للولادة والباقي بعد الولادة. ولا يجوز للموظفة العودة إلى العمل قبل انقضاء ستة أسابيع من تاريخ الوضع. كما تعتمد بداية ونهاية الإجازة على ما تقرره التقارير الطبية المعتمدة.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","2955","2026-03-20T11:03:44.806Z",""
"7","إجازات","هل تنحسب إجازة الوضع براتب كامل ولا لا؟","تستحق الموظفة إجازة وضع بكامل الراتب ومدتها (سبعين) يوماً، توزعها كيف تشاء وتبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويتم تحديد هذا التاريخ بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","4508","2026-03-20T11:03:51.338Z",""
"8","استعلامات","ابغى أتأكد من رصيد إجازاتي من البوابة كيف الطريقة؟","يمكنك الاستعلام عن رصيد الإجازات من خلال الدخول على الخدمة الذاتية للموظف، ثم الدخول على إجازاتي، بعدها الضغط على طلب إجازة وسيظهر رصيد الإجازات المتاحة لكل نوع إجازة.

المصدر: [الأسئلة الشائعة]","success","2972","2026-03-20T11:03:56.346Z",""
"9","إجازات","ليش النظام رفض حفظ الإجازة يقول الرصيد ما يكفي؟","يتم رفض طلب الإجازة بسبب عدم كفاية رصيد الإجازات المتوفر لديك، حيث يجب أن يكون لديك رصيد كافٍ من نوع الإجازة التي تطلبها ليتم قبول الطلب وحفظه بنجاح.

المصدر: [الأسئلة الشائعة]","success","3504","2026-03-20T11:04:01.881Z",""
"10","إجازات","كم عدد أيام الإجازة العادية المسموحة بالسنة؟","يستحق الموظف إجازة عادية مدتها ستة وثلاثون (36) يوماً عن كل سنة من سنوات خدمته براتب كامل حسب آخر راتب تقاضاه. ويجوز للموظف طلب التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز (108) أيام خلال السنة. واستثناءً، يجوز للموظف الذي بلغت خدمته لغرض التقاعد (25) عاماً أو أكثر أو بلغ من العمر (50) عاماً أو أكثر التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز (144) يوماً خلال السنة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5658","2026-03-20T11:04:09.564Z",""
