"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"1","إجازات","ابغى اعرف كيف اسوي طلب إجازة أمومة من البوابة؟","يمكن تسجيل طلب إجازة أمومة.
الخطوات:

الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة أمومة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","15213","2026-03-20T08:40:20.594Z",""
"2","إجازات","وش الفرق بين إجازة الوضع وإجازة الأمومة؟","إجازة الوضع: هي إجازة تستحقها الموظفة بكامل الراتب مدتها (سبعين) يوماً، يمكن توزيعها كيف تشاء، وتبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع (الولادة) ويُحدد ذلك بشهادة طبية معتمدة.

إجازة الأمومة: هي إجازة تُمكِّن الموظفة من التفرغ لرعاية مولودها، وتكون مدتها (ثلاث) سنوات كحد أقصى خلال خدمتها، تصرف خلالها ربع الراتب بعد نهاية إجازة الوضع، وبحد أدنى (١٥٠٠) ريال شهرياً، وتكون خلال الثلاث سنوات الأولى من عمر الطفل.

باختصار:

إجازة الوضع: مرتبطة بفترة الولادة ومدتها محددة (٧٠ يوم براتب كامل).
إجازة الأمومة: لرعاية الطفل بعد الولادة ويمكن أن تمتد حتى ثلاث سنوات براتب جزئي.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","5773","2026-03-20T08:40:28.388Z",""
"3","إجازات","كيف أقدم على إجازة وضع إذا كان موعد الولادة محدد؟","يمكن تسجيل طلب إجازة وضع إذا كان موعد الولادة محدد بالخطوات التالية:

الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة وضع
تسجيل التاريخ المتوقع للولادة
تعبئة الخانات والحفظ
تحميل المستندات

المصدر: [الأسئلة الشائعة]","success","4733","2026-03-20T08:40:35.137Z",""
"4","إجازات","طلعت إجازة وضع ولدت قبل الموعد وش أسوي؟","في حال ولادة الموظفة قبل الموعد المحدد لإجازة الوضع، يتم تعديل تاريخ بدء الإجازة بناءً على تاريخ الولادة الفعلي، من خلال تقديم طلب تعديل تاريخ الإجازة وفق النظام المعتمد لدى جهة العمل.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","2691","2026-03-20T08:40:39.844Z",""
"5","إجازات","أبي أعرف كيف أرفع مستندات إجازة الأمومة بعد ما سجلت الطلب؟","يمكنك رفع مستندات إجازة الأمومة بعد تسجيل الطلب باتباع الخطوات التالية:

الدخول إلى رابط تقديم طلب إجازة.
الضغط على زر ""جديد"".
اختيار نوع الإجازة: إجازة أمومة.
تعبئة الخانات والحفظ.
تحميل المستندات.

المصدر: [الأسئلة الشائعة]","success","5239","2026-03-20T08:40:47.097Z",""
"6","إجازات","كم مدة إجازة الوضع في النظام؟","مدة إجازة الوضع في النظام هي سبعين (70) يوماً بكامل الراتب، وتستطيع الموظفة توزيعها كيف تشاء، على أن تبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويحدد هذا التاريخ بشهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4209","2026-03-20T08:40:53.320Z",""
"7","إجازات","هل تنحسب إجازة الوضع براتب كامل ولا لا؟","تستحق الموظفة إجازة وضع بكامل الراتب ومدتها (سبعين) يومًا، توزعها كيف تشاء، وتبدأ بحد أقصى بثمانية وعشرين يومًا قبل التاريخ المرجح للوضع، وذلك بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5221","2026-03-20T08:41:00.555Z",""
"8","استعلامات","ابغى أتأكد من رصيد إجازاتي من البوابة كيف الطريقة؟","يمكنك الاستعلام عن رصيد الإجازات المتوفر لديك من خلال الخطوات التالية:

الدخول إلى البوابة.
من الشاشة الرئيسية (Dashboard) ستجد في الأعلى رصيد الإجازات كلها لكل نوع بشكل واضح.

المصدر: [الأسئلة الشائعة]","success","2661","2026-03-20T08:41:05.228Z",""
"9","إجازات","ليش النظام رفض حفظ الإجازة يقول الرصيد ما يكفي؟","يتم رفض طلب تسجيل الإجازة في حال كان رصيد الموظف في نوع الإجازة المطلوبة غير كافٍ. يجب التأكد من توفر رصيد كافٍ للإجازة قبل تقديم الطلب.

المصدر: [الأسئلة الشائعة]","success","3687","2026-03-20T08:41:10.931Z",""
"10","إجازات","كم عدد أيام الإجازة العادية المسموحة بالسنة؟","يستحق الموظف إجازة عادية مدتها (ستة وثلاثون) يوماً عن كل سنة من سنوات خدمته براتب كامل حسب آخر راتب تقاضاه. كما يجوز للموظف طلب التمتع برصيده من الإجازات العادية المستحقة له بما لا يتجاوز (مائة وثمانية) أيام خلال السنة، ويستثنى من ذلك من بلغت خدمته لغرض التقاعد (٢٥) سنة فأكثر أو بلغ عمره (٥٠) عامًا فأكثر، فيجوز له التمتع بما لا يتجاوز (١٤٤) يومًا خلال السنة.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","4697","2026-03-20T08:41:17.642Z",""
